,startx,endx,starty,endy,naive,vectorized,multiprocessing
1474,58,112,122,45,1.149943471,1.149943471,1.149943471
1475,56,115,129,55,1.239964009,1.239964009,1.239964009
1476,51,111,117,50,1.301910508,1.301910508,1.301910508
1477,47,130,112,40,1.561550152,1.561550152,1.561550152
1478,44,112,112,59,1.53612013,1.53612013,1.53612013
1479,52,129,108,53,1.485754986,1.485754986,1.485754986
1480,43,113,120,56,1.547286822,1.547286822,1.547286822
1481,58,100,109,57,1.123536855,1.123536855,1.123536855
1482,51,103,123,42,1.180535629,1.180535629,1.180535629
1483,44,112,117,55,1.507770008,1.507770008,1.507770008
1484,48,104,114,41,1.263157895,1.263157895,1.263157895
1485,45,107,114,48,1.399415205,1.399415205,1.399415205
1486,46,112,108,42,1.411835749,1.411835749,1.411835749
1487,42,100,128,49,1.38188244,1.38188244,1.38188244
1488,43,124,115,48,1.650556117,1.650556117,1.650556117
1489,48,108,102,46,1.350490196,1.350490196,1.350490196
1490,52,119,121,50,1.350842339,1.350842339,1.350842339
1491,44,114,105,60,1.581168831,1.581168831,1.581168831
1492,59,105,107,46,1.10478378,1.10478378,1.10478378
1493,53,118,112,55,1.358743261,1.358743261,1.358743261
1494,59,122,124,55,1.255672499,1.255672499,1.255672499
1495,52,108,114,40,1.213900135,1.213900135,1.213900135
1496,40,119,107,43,1.688434579,1.688434579,1.688434579
1497,41,101,102,42,1.43758967,1.43758967,1.43758967
1498,56,103,120,58,1.161309524,1.161309524,1.161309524
1499,57,130,113,53,1.374864152,1.374864152,1.374864152
1500,40,110,105,46,1.594047619,1.594047619,1.594047619
1501,56,114,119,42,1.194327731,1.194327731,1.194327731
1502,43,109,114,60,1.530599755,1.530599755,1.530599755
1503,59,118,124,40,1.161290323,1.161290323,1.161290323
1504,53,124,129,41,1.328726049,1.328726049,1.328726049
1505,55,125,122,60,1.382265276,1.382265276,1.382265276
1506,45,121,100,48,1.584444444,1.584444444,1.584444444
1507,46,119,130,50,1.485785953,1.485785953,1.485785953
1508,48,125,105,44,1.511607143,1.511607143,1.511607143
1509,41,122,122,54,1.709116353,1.709116353,1.709116353
1510,52,101,114,46,1.172908232,1.172908232,1.172908232
1511,55,127,126,58,1.384704185,1.384704185,1.384704185
1512,50,110,107,57,1.36635514,1.36635514,1.36635514
1513,44,104,119,60,1.433919022,1.433919022,1.433919022
1514,50,111,125,45,1.29,1.29,1.29
1515,54,126,109,55,1.418960245,1.418960245,1.418960245
1516,45,109,130,47,1.391880342,1.391880342,1.391880342
1517,58,101,116,45,1.064655172,1.064655172,1.064655172
1518,44,117,104,41,1.526660839,1.526660839,1.526660839
1519,55,120,110,57,1.35,1.35,1.35
1520,58,116,112,57,1.254464286,1.254464286,1.254464286
1521,41,121,105,44,1.685133566,1.685133566,1.685133566
1522,46,102,113,60,1.374182378,1.374182378,1.374182378
1523,57,100,130,45,1.050269906,1.050269906,1.050269906
1524,54,110,103,44,1.232110752,1.232110752,1.232110752
1525,55,122,118,60,1.363328197,1.363328197,1.363328197
1526,59,121,106,57,1.294291653,1.294291653,1.294291653
1527,57,106,130,46,1.106747638,1.106747638,1.106747638
1528,54,125,104,40,1.3497151,1.3497151,1.3497151
1529,59,106,123,44,1.077166873,1.077166873,1.077166873
1530,59,130,130,54,1.309387223,1.309387223,1.309387223
1531,46,129,112,46,1.607531056,1.607531056,1.607531056
1532,53,130,130,56,1.44179971,1.44179971,1.44179971
1533,46,118,102,53,1.542412617,1.542412617,1.542412617
1534,42,122,112,56,1.702380952,1.702380952,1.702380952
1535,59,112,101,57,1.23133076,1.23133076,1.23133076
1536,51,110,111,54,1.321674616,1.321674616,1.321674616
1537,58,104,102,58,1.18086545,1.18086545,1.18086545
1538,49,118,114,41,1.383906194,1.383906194,1.383906194
1539,45,118,106,45,1.523375262,1.523375262,1.523375262
1540,52,106,126,40,1.177960928,1.177960928,1.177960928
1541,45,107,123,54,1.408401084,1.408401084,1.408401084
1542,57,113,103,41,1.190257196,1.190257196,1.190257196
1543,40,118,109,53,1.718119266,1.718119266,1.718119266
1544,54,107,104,47,1.216702279,1.216702279,1.216702279
1545,46,115,101,41,1.452970297,1.452970297,1.452970297
1546,53,130,115,58,1.478589007,1.478589007,1.478589007
1547,42,115,129,40,1.524086379,1.524086379,1.524086379
1548,58,124,101,44,1.286787299,1.286787299,1.286787299
1549,48,110,105,59,1.426785714,1.426785714,1.426785714
1550,56,115,110,42,1.217694805,1.217694805,1.217694805
1551,51,119,119,55,1.397759104,1.397759104,1.397759104
1552,55,103,112,43,1.128327922,1.128327922,1.128327922
1553,51,108,102,51,1.308823529,1.308823529,1.308823529
1554,43,116,118,55,1.581888057,1.581888057,1.581888057
1555,60,120,111,45,1.202702703,1.202702703,1.202702703
1556,59,125,127,49,1.25223542,1.25223542,1.25223542
1557,51,130,129,48,1.460556316,1.460556316,1.460556316
1558,43,102,128,55,1.400890262,1.400890262,1.400890262
1559,42,106,108,50,1.493386243,1.493386243,1.493386243
1560,57,106,112,53,1.166431704,1.166431704,1.166431704
1561,41,127,105,47,1.772590012,1.772590012,1.772590012
1562,49,109,111,42,1.301434087,1.301434087,1.301434087
1563,58,125,112,47,1.287407635,1.287407635,1.287407635
1564,41,112,121,49,1.568332997,1.568332997,1.568332997
1565,48,111,125,50,1.35625,1.35625,1.35625
1566,43,108,124,43,1.42920105,1.42920105,1.42920105
1567,50,128,120,53,1.500833333,1.500833333,1.500833333
1568,48,128,109,52,1.571865443,1.571865443,1.571865443
1569,55,107,130,50,1.165034965,1.165034965,1.165034965
1570,41,105,102,40,1.476566236,1.476566236,1.476566236
1571,41,107,117,47,1.50573275,1.50573275,1.50573275
1572,44,111,119,48,1.463044309,1.463044309,1.463044309
1573,51,111,123,46,1.275227164,1.275227164,1.275227164
1574,48,128,128,53,1.540364583,1.540364583,1.540364583
1575,44,112,104,58,1.551573427,1.551573427,1.551573427
1576,41,116,115,43,1.601590668,1.601590668,1.601590668
1577,53,120,127,40,1.289555787,1.289555787,1.289555787
1578,42,117,114,48,1.603383459,1.603383459,1.603383459
1579,55,122,128,59,1.339559659,1.339559659,1.339559659
1580,58,112,110,44,1.165517241,1.165517241,1.165517241
1581,60,123,104,53,1.279807692,1.279807692,1.279807692
1582,43,109,115,54,1.502224469,1.502224469,1.502224469
1583,53,119,120,42,1.297641509,1.297641509,1.297641509
1584,40,109,115,54,1.597282609,1.597282609,1.597282609
1585,55,123,126,51,1.320562771,1.320562771,1.320562771
1586,49,113,100,56,1.433061224,1.433061224,1.433061224
1587,54,101,124,55,1.156959379,1.156959379,1.156959379
1588,48,100,130,56,1.257051282,1.257051282,1.257051282
1589,58,120,120,51,1.246982759,1.246982759,1.246982759
1590,47,104,114,43,1.29497947,1.29497947,1.29497947
1591,43,100,109,58,1.428845744,1.428845744,1.428845744
1592,56,123,114,51,1.321898496,1.321898496,1.321898496
1593,41,120,107,50,1.697059494,1.697059494,1.697059494
1594,53,112,125,49,1.252603774,1.252603774,1.252603774
1595,48,107,126,60,1.352678571,1.352678571,1.352678571
1596,59,128,112,52,1.31688862,1.31688862,1.31688862
1597,56,117,128,53,1.251674107,1.251674107,1.251674107
1598,52,122,116,45,1.36704244,1.36704244,1.36704244
1599,51,122,120,58,1.437745098,1.437745098,1.437745098
1600,46,107,100,45,1.388043478,1.388043478,1.388043478
1601,44,102,114,60,1.422248804,1.422248804,1.422248804
1602,44,128,116,51,1.674373041,1.674373041,1.674373041
1603,59,127,128,51,1.275489936,1.275489936,1.275489936
1604,55,117,112,51,1.291314935,1.291314935,1.291314935
1605,48,110,109,53,1.388952599,1.388952599,1.388952599
1606,43,108,123,54,1.475326149,1.475326149,1.475326149
1607,57,113,107,52,1.234218724,1.234218724,1.234218724
1608,44,105,119,43,1.373854087,1.373854087,1.373854087
1609,43,109,126,58,1.497600591,1.497600591,1.497600591
1610,51,105,113,54,1.268349818,1.268349818,1.268349818
1611,44,123,116,54,1.630485893,1.630485893,1.630485893
1612,55,130,120,55,1.410984848,1.410984848,1.410984848
1613,56,117,124,50,1.24625576,1.24625576,1.24625576
1614,40,114,114,50,1.644298246,1.644298246,1.644298246
1615,52,108,107,44,1.244069015,1.244069015,1.244069015
1616,54,125,103,57,1.434106437,1.434106437,1.434106437
1617,56,126,117,58,1.372863248,1.372863248,1.372863248
1618,44,100,105,52,1.383982684,1.383982684,1.383982684
1619,54,105,125,59,1.208222222,1.208222222,1.208222222
1620,49,109,129,47,1.294415441,1.294415441,1.294415441
1621,59,115,100,56,1.254576271,1.254576271,1.254576271
1622,58,108,103,52,1.183461667,1.183461667,1.183461667
1623,59,110,129,46,1.110497963,1.110497963,1.110497963
1624,55,126,122,56,1.374962742,1.374962742,1.374962742
1625,57,130,124,44,1.317770232,1.317770232,1.317770232
1626,40,121,122,60,1.758401639,1.758401639,1.758401639
1627,59,103,126,56,1.095103578,1.095103578,1.095103578
1628,44,116,121,52,1.533057851,1.533057851,1.533057851
1629,46,105,100,51,1.396304348,1.396304348,1.396304348
1630,42,128,116,45,1.717775041,1.717775041,1.717775041
1631,59,115,100,40,1.174576271,1.174576271,1.174576271
1632,56,110,125,40,1.142142857,1.142142857,1.142142857
1633,47,123,108,45,1.516843972,1.516843972,1.516843972
1634,53,111,100,45,1.272169811,1.272169811,1.272169811
1635,45,120,110,57,1.592424242,1.592424242,1.592424242
1636,46,103,128,48,1.307065217,1.307065217,1.307065217
1637,55,122,124,54,1.326832845,1.326832845,1.326832845
1638,50,121,109,55,1.462293578,1.462293578,1.462293578
1639,57,108,121,48,1.145715528,1.145715528,1.145715528
1640,54,120,106,58,1.384696017,1.384696017,1.384696017
1641,46,103,105,52,1.367184265,1.367184265,1.367184265
1642,47,118,107,44,1.460926626,1.460926626,1.460926626
1643,41,101,111,41,1.416392002,1.416392002,1.416392002
1644,42,101,122,60,1.448282592,1.448282592,1.448282592
1645,42,123,111,40,1.644465894,1.644465894,1.644465894
1646,40,124,126,55,1.768253968,1.768253968,1.768253968
1647,57,130,106,55,1.399784839,1.399784839,1.399784839
1648,59,117,113,40,1.168516574,1.168516574,1.168516574
1649,47,129,115,47,1.576688252,1.576688252,1.576688252
1650,57,102,108,47,1.112329435,1.112329435,1.112329435
1651,53,114,120,48,1.275471698,1.275471698,1.275471698
1652,52,128,110,53,1.471678322,1.471678322,1.471678322
1653,60,105,127,60,1.111220472,1.111220472,1.111220472
1654,50,124,128,59,1.47046875,1.47046875,1.47046875
1655,46,116,112,49,1.479619565,1.479619565,1.479619565
1656,50,106,128,41,1.22015625,1.22015625,1.22015625
1657,45,102,108,50,1.364814815,1.364814815,1.364814815
1658,54,102,128,42,1.108506944,1.108506944,1.108506944
1659,59,100,118,49,1.055084746,1.055084746,1.055084746
1660,48,123,119,55,1.512342437,1.512342437,1.512342437
1661,60,112,128,43,1.101302083,1.101302083,1.101302083
1662,59,130,114,50,1.320993161,1.320993161,1.320993161
1663,52,113,109,48,1.306721948,1.306721948,1.306721948
1664,59,110,110,44,1.13220339,1.13220339,1.13220339
1665,56,109,124,59,1.211117512,1.211117512,1.211117512
1666,43,114,115,54,1.560364004,1.560364004,1.560364004
1667,58,100,126,51,1.064449918,1.064449918,1.064449918
1668,50,114,118,47,1.339152542,1.339152542,1.339152542
1669,45,106,106,45,1.390041929,1.390041929,1.390041929
1670,54,121,122,44,1.300698239,1.300698239,1.300698239
1671,46,112,124,44,1.394810659,1.394810659,1.394810659
1672,56,129,111,48,1.368001931,1.368001931,1.368001931
1673,53,112,102,41,1.257584166,1.257584166,1.257584166
1674,57,116,108,44,1.221247563,1.221247563,1.221247563
1675,53,106,124,54,1.217741935,1.217741935,1.217741935
1676,59,126,126,40,1.226526769,1.226526769,1.226526769
1677,50,122,128,53,1.42703125,1.42703125,1.42703125
1678,48,105,129,55,1.306928295,1.306928295,1.306928295
1679,54,118,106,43,1.295422781,1.295422781,1.295422781
1680,48,103,102,58,1.357230392,1.357230392,1.357230392
1681,59,104,126,54,1.095641646,1.095641646,1.095641646
1682,45,107,124,45,1.370340502,1.370340502,1.370340502
1683,46,107,110,46,1.372134387,1.372134387,1.372134387
1684,48,130,110,54,1.599621212,1.599621212,1.599621212
1685,59,116,103,46,1.206351818,1.206351818,1.206351818
1686,57,128,110,56,1.377352472,1.377352472,1.377352472
1687,46,130,118,47,1.612196021,1.612196021,1.612196021
1688,57,108,117,48,1.152496626,1.152496626,1.152496626
1689,54,128,114,59,1.443957115,1.443957115,1.443957115
1690,59,104,119,55,1.112448369,1.112448369,1.112448369
1691,49,109,127,59,1.344528363,1.344528363,1.344528363
1692,46,118,101,47,1.515281963,1.515281963,1.515281963
1693,46,118,100,59,1.577608696,1.577608696,1.577608696
1694,50,122,127,60,1.456220472,1.456220472,1.456220472
1695,49,127,112,58,1.554846939,1.554846939,1.554846939
1696,50,121,121,44,1.391818182,1.391818182,1.391818182
1697,40,122,117,50,1.738675214,1.738675214,1.738675214
1698,52,122,105,60,1.458791209,1.458791209,1.458791209
1699,47,129,100,59,1.667340426,1.667340426,1.667340426
1700,43,109,118,44,1.453882538,1.453882538,1.453882538
1701,42,104,124,45,1.419546851,1.419546851,1.419546851
1702,50,127,117,42,1.449487179,1.449487179,1.449487179
1703,59,123,125,51,1.246372881,1.246372881,1.246372881
1704,53,123,106,43,1.363207547,1.363207547,1.363207547
1705,56,116,130,47,1.216483516,1.216483516,1.216483516
1706,59,101,101,56,1.133159926,1.133159926,1.133159926
1707,51,119,119,50,1.3767507,1.3767507,1.3767507
1708,59,113,107,45,1.167907492,1.167907492,1.167907492
1709,45,116,102,46,1.514379085,1.514379085,1.514379085
1710,59,112,114,56,1.194766577,1.194766577,1.194766577
1711,42,123,104,44,1.675824176,1.675824176,1.675824176
1712,42,128,123,46,1.710801394,1.710801394,1.710801394
1713,45,123,125,58,1.598666667,1.598666667,1.598666667
1714,45,115,127,50,1.474628171,1.474628171,1.474628171
1715,53,126,123,52,1.400061359,1.400061359,1.400061359
1716,56,115,105,43,1.231547619,1.231547619,1.231547619
1717,44,123,118,41,1.571456086,1.571456086,1.571456086
1718,43,129,113,47,1.707964602,1.707964602,1.707964602
1719,46,100,119,43,1.267628791,1.267628791,1.267628791
1720,47,116,102,59,1.523258239,1.523258239,1.523258239
1721,50,111,100,56,1.39,1.39,1.39
1722,59,105,117,45,1.082138201,1.082138201,1.082138201
1723,45,121,120,52,1.561111111,1.561111111,1.561111111
1724,52,121,127,41,1.324878861,1.324878861,1.324878861
1725,41,114,111,47,1.601955614,1.601955614,1.601955614
1726,56,105,111,42,1.126689189,1.126689189,1.126689189
1727,40,106,123,55,1.548577236,1.548577236,1.548577236
1728,40,128,102,49,1.840196078,1.840196078,1.840196078
1729,50,121,129,53,1.415426357,1.415426357,1.415426357
1730,60,106,111,52,1.117567568,1.117567568,1.117567568
1731,59,109,108,58,1.192247332,1.192247332,1.192247332
1732,40,101,124,44,1.439919355,1.439919355,1.439919355
1733,46,125,128,54,1.569633152,1.569633152,1.569633152
1734,48,117,126,59,1.452876984,1.452876984,1.452876984
1735,50,113,107,42,1.326261682,1.326261682,1.326261682
1736,56,112,114,40,1.175438596,1.175438596,1.175438596
1737,57,106,118,48,1.133214392,1.133214392,1.133214392
1738,55,103,113,54,1.175301689,1.175301689,1.175301689
1739,50,112,111,43,1.313693694,1.313693694,1.313693694
1740,46,117,127,54,1.484337556,1.484337556,1.484337556
1741,48,119,128,48,1.427083333,1.427083333,1.427083333
1742,48,105,111,54,1.336993243,1.336993243,1.336993243
1743,52,116,114,41,1.295209177,1.295209177,1.295209177
1744,45,101,101,57,1.40440044,1.40440044,1.40440044
1745,59,108,103,58,1.196807635,1.196807635,1.196807635
1746,44,123,113,40,1.574718423,1.574718423,1.574718423
1747,49,127,118,57,1.537443791,1.537443791,1.537443791
1748,47,104,100,57,1.391382979,1.391382979,1.391382979
1749,41,117,108,43,1.625903342,1.625903342,1.625903342
1750,47,130,103,43,1.591716587,1.591716587,1.591716587
1751,60,110,128,60,1.151041667,1.151041667,1.151041667
1752,53,129,129,47,1.399151675,1.399151675,1.399151675
1753,41,116,118,54,1.643447706,1.643447706,1.643447706
1754,48,120,104,49,1.485576923,1.485576923,1.485576923
1755,55,125,122,56,1.365871833,1.365871833,1.365871833
1756,56,108,107,59,1.239986649,1.239986649,1.239986649
1757,46,104,101,47,1.36310805,1.36310805,1.36310805
1758,48,120,112,49,1.46875,1.46875,1.46875
1759,43,107,119,50,1.45427008,1.45427008,1.45427008
1760,51,124,115,50,1.433077579,1.433077579,1.433077579
1761,59,121,102,51,1.275423729,1.275423729,1.275423729
1762,59,118,115,59,1.256521739,1.256521739,1.256521739
1763,42,110,128,46,1.48921131,1.48921131,1.48921131
1764,54,101,123,42,1.105916893,1.105916893,1.105916893
1765,50,109,121,57,1.32553719,1.32553719,1.32553719
1766,51,125,119,55,1.456582633,1.456582633,1.456582633
1767,55,128,121,44,1.345454545,1.345454545,1.345454545
1768,44,123,125,44,1.573727273,1.573727273,1.573727273
1769,52,109,116,54,1.280835544,1.280835544,1.280835544
1770,49,124,122,50,1.470224155,1.470224155,1.470224155
1771,59,130,122,40,1.265629341,1.265629341,1.265629341
1772,53,125,127,51,1.380032685,1.380032685,1.380032685
1773,49,128,103,50,1.548840896,1.548840896,1.548840896
1774,41,114,124,55,1.612018096,1.612018096,1.612018096
1775,45,104,111,49,1.376276276,1.376276276,1.376276276
1776,49,130,125,59,1.562530612,1.562530612,1.562530612
1777,57,110,108,41,1.154727096,1.154727096,1.154727096
1778,53,129,115,40,1.390894176,1.390894176,1.390894176
1779,47,104,124,55,1.328157172,1.328157172,1.328157172
1780,55,101,109,42,1.110842369,1.110842369,1.110842369
1781,52,130,122,45,1.43442623,1.43442623,1.43442623
1782,50,129,109,49,1.514770642,1.514770642,1.514770642
1783,53,124,122,56,1.399319517,1.399319517,1.399319517
1784,54,102,119,48,1.146125117,1.146125117,1.146125117
1785,55,119,117,53,1.308313908,1.308313908,1.308313908
1786,57,125,115,43,1.28344775,1.28344775,1.28344775
1787,49,103,127,48,1.239996786,1.239996786,1.239996786
1788,54,121,130,48,1.304985755,1.304985755,1.304985755
1789,60,108,128,49,1.09140625,1.09140625,1.09140625
1790,54,127,125,49,1.371925926,1.371925926,1.371925926
1791,46,111,110,56,1.461067194,1.461067194,1.461067194
1792,53,124,118,57,1.411336744,1.411336744,1.411336744
1793,51,113,101,56,1.38507086,1.38507086,1.38507086
1794,43,116,114,59,1.607609139,1.607609139,1.607609139
1795,46,116,116,45,1.454835082,1.454835082,1.454835082
1796,41,104,108,60,1.546070461,1.546070461,1.546070461
1797,46,130,128,51,1.612262228,1.612262228,1.612262228
1798,49,120,105,45,1.43877551,1.43877551,1.43877551
1799,43,128,114,48,1.698898409,1.698898409,1.698898409
1800,60,107,102,59,1.180882353,1.180882353,1.180882353
1801,52,127,125,48,1.413153846,1.413153846,1.413153846
1802,51,130,120,50,1.482843137,1.482843137,1.482843137
1803,53,115,111,54,1.328148904,1.328148904,1.328148904
1804,47,120,111,49,1.497316465,1.497316465,1.497316465
1805,42,108,115,59,1.542236025,1.542236025,1.542236025
1806,42,115,129,56,1.586101883,1.586101883,1.586101883
1807,54,118,105,49,1.325925926,1.325925926,1.325925926
1808,52,109,105,52,1.295695971,1.295695971,1.295695971
1809,47,101,115,57,1.322294172,1.322294172,1.322294172
1810,42,113,103,46,1.568539066,1.568539066,1.568539066
1811,58,128,130,46,1.280371353,1.280371353,1.280371353
1812,44,106,102,40,1.400623886,1.400623886,1.400623886
1813,58,105,112,44,1.101600985,1.101600985,1.101600985
1814,59,115,112,45,1.175469128,1.175469128,1.175469128
1815,60,107,128,49,1.083072917,1.083072917,1.083072917
1816,54,121,123,43,1.295167118,1.295167118,1.295167118
1817,49,119,101,49,1.456859972,1.456859972,1.456859972
1818,43,123,126,41,1.592930971,1.592930971,1.592930971
1819,46,110,104,57,1.469690635,1.469690635,1.469690635
1820,45,123,128,52,1.569791667,1.569791667,1.569791667
1821,52,123,111,50,1.407917533,1.407917533,1.407917533
1822,55,116,111,54,1.297788698,1.297788698,1.297788698
1823,53,118,118,44,1.299648225,1.299648225,1.299648225
1824,56,119,100,52,1.3225,1.3225,1.3225
1825,40,103,102,43,1.498284314,1.498284314,1.498284314
1826,49,102,100,48,1.280816327,1.280816327,1.280816327
1827,57,108,113,41,1.12878435,1.12878435,1.12878435
1828,50,105,124,56,1.275806452,1.275806452,1.275806452
1829,48,116,110,50,1.435606061,1.435606061,1.435606061
1830,59,103,124,50,1.074494259,1.074494259,1.074494259
1831,48,106,111,55,1.351914414,1.351914414,1.351914414
1832,58,118,127,43,1.186532718,1.186532718,1.186532718
1833,45,108,127,53,1.408661417,1.408661417,1.408661417
1834,44,122,107,51,1.624681393,1.624681393,1.624681393
1835,57,119,113,53,1.278372923,1.278372923,1.278372923
1836,56,116,104,44,1.247252747,1.247252747,1.247252747
1837,50,126,106,60,1.543018868,1.543018868,1.543018868
1838,44,100,110,45,1.340909091,1.340909091,1.340909091
1839,41,103,123,53,1.471544715,1.471544715,1.471544715
1840,57,128,129,56,1.339861281,1.339861281,1.339861281
1841,52,112,110,52,1.313286713,1.313286713,1.313286713
1842,51,126,115,55,1.474424552,1.474424552,1.474424552
1843,48,102,115,43,1.249456522,1.249456522,1.249456522
1844,46,126,114,53,1.602021358,1.602021358,1.602021358
1845,58,109,101,46,1.167377945,1.167377945,1.167377945
1846,49,100,122,46,1.208932753,1.208932753,1.208932753
1847,41,116,118,50,1.626498553,1.626498553,1.626498553
1848,45,116,113,53,1.523402163,1.523402163,1.523402163
1849,58,122,118,56,1.289012274,1.289012274,1.289012274
1850,57,105,105,46,1.140100251,1.140100251,1.140100251
1851,51,101,101,45,1.212968356,1.212968356,1.212968356
1852,59,117,100,45,1.216525424,1.216525424,1.216525424
1853,42,105,111,60,1.52027027,1.52027027,1.52027027
1854,49,121,122,47,1.427316828,1.427316828,1.427316828
1855,54,117,128,47,1.266927083,1.266927083,1.266927083
1856,45,119,108,47,1.539814815,1.539814815,1.539814815
1857,41,101,120,49,1.435873984,1.435873984,1.435873984
1858,43,114,120,57,1.563081395,1.563081395,1.563081395
1859,58,127,102,40,1.290906018,1.290906018,1.290906018
1860,53,110,123,50,1.240987882,1.240987882,1.240987882
1861,50,104,117,53,1.266495726,1.266495726,1.266495726
1862,44,127,100,56,1.723181818,1.723181818,1.723181818
1863,56,127,107,44,1.339536048,1.339536048,1.339536048
1864,47,115,102,55,1.493012098,1.493012098,1.493012098
1865,55,110,113,40,1.17699115,1.17699115,1.17699115
1866,43,122,106,49,1.649736727,1.649736727,1.649736727
1867,58,126,104,55,1.350629973,1.350629973,1.350629973
1868,47,113,103,43,1.410865524,1.410865524,1.410865524
1869,54,115,116,57,1.31050447,1.31050447,1.31050447
1870,59,119,111,57,1.265231333,1.265231333,1.265231333
1871,55,121,115,55,1.339130435,1.339130435,1.339130435
1872,55,105,113,41,1.135961384,1.135961384,1.135961384
1873,47,110,109,43,1.367460472,1.367460472,1.367460472
1874,55,112,119,56,1.253475936,1.253475936,1.253475936
1875,45,118,129,60,1.543669251,1.543669251,1.543669251
1876,52,117,108,58,1.393518519,1.393518519,1.393518519
1877,52,114,112,51,1.323832418,1.323832418,1.323832418
1878,50,128,118,59,1.53,1.53,1.53
1879,46,129,100,40,1.602173913,1.602173913,1.602173913
1880,46,106,113,57,1.404386302,1.404386302,1.404386302
1881,43,124,105,59,1.722812846,1.722812846,1.722812846
1882,46,122,117,46,1.522668153,1.522668153,1.522668153
1883,59,103,122,52,1.08599611,1.08599611,1.08599611
1884,51,119,104,59,1.450320513,1.450320513,1.450320513
1885,59,104,103,42,1.085239427,1.085239427,1.085239427
1886,47,117,113,47,1.452645453,1.452645453,1.452645453
1887,50,121,116,51,1.429827586,1.429827586,1.429827586
1888,42,116,103,49,1.618816459,1.618816459,1.618816459
1889,56,122,103,42,1.293169209,1.293169209,1.293169209
1890,43,101,110,41,1.360782241,1.360782241,1.360782241
1891,40,114,118,47,1.624152542,1.624152542,1.624152542
1892,44,121,123,52,1.586382114,1.586382114,1.586382114
1893,41,106,114,52,1.520753102,1.520753102,1.520753102
1894,51,102,122,43,1.176229508,1.176229508,1.176229508
1895,40,103,128,40,1.44375,1.44375,1.44375
1896,57,122,124,41,1.235498019,1.235498019,1.235498019
1897,49,114,101,60,1.460295009,1.460295009,1.460295009
1898,49,112,124,57,1.372695853,1.372695853,1.372695853
1899,56,108,122,58,1.201990632,1.201990632,1.201990632
1900,46,111,117,46,1.403102936,1.403102936,1.403102936
1901,59,108,123,44,1.094116026,1.094116026,1.094116026
1902,50,106,106,46,1.276981132,1.276981132,1.276981132
1903,52,117,126,52,1.331349206,1.331349206,1.331349206
1904,59,118,120,60,1.25,1.25,1.25
1905,44,104,130,40,1.335664336,1.335664336,1.335664336
1906,52,121,120,55,1.392628205,1.392628205,1.392628205
1907,57,115,107,59,1.284472864,1.284472864,1.284472864
1908,55,125,105,43,1.341125541,1.341125541,1.341125541
1909,53,112,124,42,1.225958612,1.225958612,1.225958612
1910,42,111,127,48,1.510404949,1.510404949,1.510404949
1911,54,115,127,59,1.297098279,1.297098279,1.297098279
1912,48,110,111,41,1.330518018,1.330518018,1.330518018
1913,40,102,106,48,1.501415094,1.501415094,1.501415094
1914,50,127,115,44,1.461304348,1.461304348,1.461304348
1915,46,130,119,41,1.585312386,1.585312386,1.585312386
1916,46,128,120,51,1.603804348,1.603804348,1.603804348
1917,52,103,117,56,1.229700855,1.229700855,1.229700855
1918,47,115,114,52,1.451474431,1.451474431,1.451474431
1919,59,121,101,45,1.248196006,1.248196006,1.248196006
1920,46,104,110,43,1.325889328,1.325889328,1.325889328
1921,51,126,102,41,1.43627451,1.43627451,1.43627451
1922,60,115,111,48,1.17454955,1.17454955,1.17454955
1923,58,106,105,58,1.18998358,1.18998358,1.18998358
1924,59,122,113,46,1.237438128,1.237438128,1.237438128
1925,55,102,128,44,1.099147727,1.099147727,1.099147727
1926,56,107,112,56,1.205357143,1.205357143,1.205357143
1927,41,103,102,58,1.540411286,1.540411286,1.540411286
1928,58,106,123,57,1.145500421,1.145500421,1.145500421
1929,57,108,107,54,1.19970487,1.19970487,1.19970487
1930,49,115,123,55,1.397046624,1.397046624,1.397046624
1931,41,105,105,44,1.490011614,1.490011614,1.490011614
1932,48,110,129,50,1.339631783,1.339631783,1.339631783
1933,56,112,104,45,1.216346154,1.216346154,1.216346154
1934,44,103,130,51,1.366608392,1.366608392,1.366608392
1935,45,101,105,51,1.365079365,1.365079365,1.365079365
1936,58,109,110,47,1.153291536,1.153291536,1.153291536
1937,58,130,102,54,1.385395538,1.385395538,1.385395538
1938,54,101,115,51,1.156924316,1.156924316,1.156924316
1939,53,129,122,46,1.405505722,1.405505722,1.405505722
1940,54,106,127,43,1.15077282,1.15077282,1.15077282
1941,45,107,124,48,1.382437276,1.382437276,1.382437276
1942,46,117,128,48,1.45923913,1.45923913,1.45923913
1943,45,128,112,49,1.640972222,1.640972222,1.640972222
1944,55,124,128,48,1.314772727,1.314772727,1.314772727
1945,40,105,130,40,1.466346154,1.466346154,1.466346154
1946,47,121,129,40,1.442272802,1.442272802,1.442272802
1947,53,121,129,53,1.346935791,1.346935791,1.346935791
1948,60,118,114,42,1.16754386,1.16754386,1.16754386
1949,42,114,118,55,1.590193705,1.590193705,1.590193705
1950,44,125,102,58,1.704768271,1.704768271,1.704768271
1951,55,112,122,54,1.239493294,1.239493294,1.239493294
1952,41,109,103,44,1.542860526,1.542860526,1.542860526
1953,41,125,124,58,1.758261212,1.758261212,1.758261212
1954,46,124,125,40,1.507826087,1.507826087,1.507826087
1955,40,118,122,44,1.655327869,1.655327869,1.655327869
1956,46,114,123,57,1.470837752,1.470837752,1.470837752
